,username,source_freq_map
0,461277906,{'Twitter for iPhone': 200}
1,808280162,{'Twitter for iPhone': 200}
2,1575510320,{'Twitter for Android': 173}
3,2449235599,"{'autotweety.net': 195, 'Twitter for iPhone': 5}"
4,1113769100,{'Twitter for Android': 2}
5,973224960,{'アスク!リツイート': 7}
6,194908659,{'112Twente.nl': 200}
7,17187236,"{'SocialNewsDesk': 123, 'GroupTweet': 52, 'TweetDeck': 20, 'Twitter Web App': 3, 'Twitter for iPhone': 1, 'Twitter for Android': 1}"
8,456177793,"{'Twitter Web App': 101, 'Twitter for iPhone': 51, 'Twitter for Android': 18, 'Twitter Web Client': 14, 'TweetDeck': 10, 'Twitter for iPad': 4, 'Twitter Media Studio': 2}"
9,2319314323,"{'Hootsuite Inc.': 190, 'TweetDeck': 5, 'DecknowClasevip': 3, 'Twitter for Android': 1}"
10,92985467,"{'Twitter for iPhone': 178, 'TweetDeck': 15, 'Twitter Ads': 5, 'Twitter for Advertisers': 2}"
11,1375507088,"{'Twitter Web Client': 177, 'Twitter for Android': 19, 'Twitter for iPhone': 4}"
12,466573221,"{'Twitter for iPhone': 188, 'Twitter Web Client': 4}"
13,1587974648,"{'Google': 174, 'Twitter for Android': 16, 'Twitter Web Client': 8, 'Twitter Web App': 2}"
14,538949379,"{'TweetDeck': 189, 'Twitter for Android': 7, '1TVNewsAF': 4}"
15,1499232864,{'Twitter for iPhone': 200}
16,527506722,{'PanamericanaTV': 200}
17,29820945,{'TweetDeck': 200}
18,892792496,"{'Twitter for Android': 130, 'IFTTT': 41, 'Twibble.io': 27, 'TweetDeck': 2}"
19,102069605,{'Twitter Web App': 2}
20,223116969,{'しぃアンテナDM(*゚ー゚) ': 200}
21,218697713,"{'Twitter Web App': 116, 'TweetDeck': 66, 'Triberr': 18}"
22,547977614,{'Twitter Web Client': 200}
23,73725383,{'dlvr.it': 200}
24,55432787,"{'TweetDeck': 194, 'Twitter for iPhone': 4, 'Twitter for Android': 1}"
25,2257879993,"{'twittbot.net': 199, 'dlvr.it': 1}"
26,4307623643,"{'Twitter for iPhone': 16, '黒歴史クリーナー': 2}"
27,59329469,{'47NEWS': 200}
28,581662807,{'The Tweeted Times': 200}
29,224084191,"{'Twitter Web App': 68, 'Twit Delay': 46, 'Twitter Web Client': 32, 'SocialDog for Twitter': 28, 'Ameba_Blog': 15, 'Twitter for iPhone': 7, 'Twitter for iPad': 3, 'Ameba smartphone': 1}"
30,1243573092,"{'Twitter for Android': 191, 'Twitter Web App': 7, 'Twitter for iPhone': 1}"
31,1701373465,{'Twitter for iPhone': 189}
32,3151691953,"{'Twitter for iPhone': 199, 'Peing': 1}"
33,1401891498,{'Twitter for iPhone': 199}
34,564631124,{'Twitter for Android': 200}
35,1570434660,{'Twitter for Android': 200}
36,2869378818,"{'Twitter for iPhone': 170, 'Twitter Web Client': 20, 'Twitter Web App': 7}"
37,3476878998,{'Twitter for iPhone': 200}
38,575704180,{'Twitter for iPhone': 200}
39,844779426260791296,{'Twitter Web Client': 1}
40,1068343760,"{'Twitter for Android': 188, 'تطبيق قرآني': 5}"
41,14897840,"{'TweetDeck': 155, 'Twitter Web App': 41, 'Twitter for iPhone': 4}"
42,218488955,"{'Twitter Web App': 179, 'TweetDeck': 21}"
43,44446850,"{'Twitter Web App': 165, 'Twitter for iPhone': 17, 'TweetDeck': 15, 'Twitter for Android': 3}"
44,183948528,"{'Twitter for iPhone': 163, 'Twitter Web App': 35, 'Twitter for Android': 1, 'Twitter Web Client': 1}"
45,562540682,"{'Path Login': 190, 'TweetDeck': 5, 'Twitter Web App': 2, 'Goviral Community': 2, 'Twitter Web Client': 1}"
46,321000402,{'Twitter for iPhone': 199}
47,3023174739,{'Twitter for Android': 195}
48,373490841,"{'SocialFlow': 151, 'Twitter Web App': 24, 'Twitter for iPhone': 23, 'TweetDeck': 1, 'Twitter Web Client': 1}"
49,590316679,"{'SocialFlow': 163, 'Twitter Web App': 19, 'Twitter Media Studio': 18}"
50,178118507,{'Twitter for iPhone': 200}
51,96198639,"{'Twitter for iPad': 147, 'Twitter for iPhone': 53}"
52,2155965720,"{'Twitter for iPhone': 111, 'IFTTT': 85, 'Twitter Web Client': 3}"
53,2438311802,{'Twitter for iPhone': 54}
54,30618215,"{'Instagram': 128, 'Twitter Web App': 30, 'Twitter Web Client': 24, 'Tweetbot for iΟS': 18}"
